OrderID,OrderDate,Region,StoreID,Product,Quantity,UnitPrice
1136,2025-02-20,West,109,Monitor,5,218.56
1137,2025-01-28,East,102,Camera,4,528.19
1138,2025-03-06,West,116,Laptop,4,865.73
1139,2025-03-26,West,120,Tablet,3,372.11
1140,2025-01-02,East,120,Laptop,2,737.73
1141,2025-02-05,North,103,Headphones,1,85.75
1142,2025-03-06,North,103,Tablet,3,369.09
1143,2025-01-31,West,116,Headphones,2,83.82
1144,2025-03-10,South,120,Tablet,4,426.48
1145,2025-03-20,East,118,Smartphone,1,582.96
1146,2025-02-12,North,110,Smartphone,5,543.9
1147,2025-01-03,North,111,Headphones,5,78.13
1148,2025-03-07,South,108,Smartphone,5,586.61
1149,2025-03-16,South,120,Camera,1,500.44
1150,2025-02-11,South,110,Drone,5,630.54
1151,2025-02-24,South,118,Printer,1,157.78
1152,2025-03-06,West,106,Monitor,4,209.31
1153,2025-01-30,West,108,Tablet,2,405.22
1154,2025-02-25,West,109,Gaming Console,3,438.33
1155,2025-03-10,North,116,Monitor,3,198.69
1156,2025-03-27,South,117,Smartphone,4,641.38
1157,2025-03-04,North,107,Printer,4,155.83
1158,2025-01-24,South,106,Printer,3,146.77
1159,2025-02-11,East,117,Monitor,2,192.23
1160,2025-01-15,West,108,Laptop,3,761.58
1161,2025-02-02,North,114,Printer,2,162.94
1162,2025-01-08,West,114,Gaming Console,4,411.58
1163,2025-02-05,South,114,Smartphone,3,614.37
1164,2025-01-04,South,106,Gaming Console,2,430.44
1165,2025-01-24,West,111,Smartphone,4,602.53
1166,2025-01-29,South,103,Smartphone,3,576.83
1167,2025-03-01,West,112,Smartphone,5,585.36
1168,2025-03-20,West,111,Gaming Console,4,490.65
1169,2025-03-09,North,107,Gaming Console,3,432.76
1170,2025-01-07,North,103,Monitor,1,182.26
1171,2025-01-23,West,120,Drone,2,663.47
1172,2025-03-01,West,102,Smartwatch,4,251.45
1173,2025-03-17,West,103,Gaming Console,5,412.61
1174,2025-01-24,South,104,Gaming Console,3,453.85
1175,2025-02-09,West,111,Smartwatch,4,226.32
1176,2025-03-25,West,105,Smartphone,2,548.33
1177,2025-01-01,North,111,Camera,3,492.12
1178,2025-03-12,West,108,Smartphone,4,656.78
1179,2025-02-06,North,113,Monitor,5,212.0
1180,2025-02-16,East,115,Drone,1,705.19
1181,2025-02-13,East,119,Tablet,2,430.98
1182,2025-01-11,East,110,Laptop,2,786.29
1183,2025-02-11,North,107,Tablet,5,431.07
1184,2025-02-24,West,116,Laptop,1,836.8
1185,2025-03-20,South,120,Drone,5,660.93
1186,2025-02-02,West,108,Camera,5,530.79
1187,2025-02-03,North,113,Tablet,5,388.98
1188,2025-01-27,South,113,Camera,1,457.98
1189,2025-02-12,North,111,Gaming Console,2,427.57
1190,2025-02-28,East,111,Tablet,5,398.39
1191,2025-01-29,East,106,Laptop,1,829.83
1192,2025-03-09,East,106,Monitor,3,216.79
1193,2025-03-17,South,101,Camera,3,507.63
1194,2025-03-17,South,109,Drone,3,685.96
1195,2025-01-14,South,101,Headphones,1,85.82
1196,2025-02-01,North,117,Printer,1,136.99
1197,2025-01-03,South,108,Smartphone,5,639.76
1198,2025-03-16,North,120,Camera,1,476.26
1199,2025-03-17,East,102,Tablet,3,412.23
1200,2025-03-20,West,118,Smartphone,5,598.6
1201,2025-03-11,North,114,Smartphone,1,622.43
1202,2025-02-02,West,103,Smartwatch,3,231.05
1203,2025-03-01,South,102,Smartphone,5,563.16
1204,2025-01-29,South,116,Smartwatch,3,226.57
1205,2025-03-01,South,104,Monitor,5,193.91
1206,2025-03-03,North,104,Smartphone,1,544.15
1207,2025-01-29,West,114,Printer,2,150.19
1208,2025-03-21,East,106,Smartwatch,5,243.16
1209,2025-01-25,North,101,Camera,4,509.81
1210,2025-01-24,East,110,Laptop,5,755.37
1211,2025-02-09,West,116,Tablet,2,433.36
1212,2025-02-08,North,114,Camera,2,494.9
1213,2025-02-26,East,112,Tablet,1,371.59
1214,2025-03-19,East,105,Headphones,5,78.6
1215,2025-03-23,South,115,Headphones,5,76.47
1216,2025-03-18,East,117,Gaming Console,5,471.51
1217,2025-01-10,West,110,Monitor,3,194.92
1218,2025-03-24,East,118,Gaming Console,4,419.85
1219,2025-02-01,South,110,Headphones,2,75.94
1220,2025-03-22,West,114,Drone,4,725.78
1221,2025-01-14,South,107,Smartwatch,5,256.44
1222,2025-01-05,West,110,Laptop,5,724.8
1223,2025-03-03,East,104,Headphones,3,80.1
1224,2025-03-13,West,105,Laptop,2,809.82
1225,2025-01-11,East,105,Gaming Console,1,406.09
1226,2025-01-05,East,102,Gaming Console,5,473.96
1227,2025-01-24,North,112,Laptop,4,824.1
1228,2025-02-17,West,114,Printer,3,146.1
1229,2025-03-08,West,110,Tablet,3,379.57
1230,2025-03-01,East,111,Printer,5,139.5
1231,2025-02-01,South,106,Printer,4,135.73
1232,2025-03-10,West,112,Laptop,5,842.75
1233,2025-02-28,North,106,Tablet,3,383.45
1234,2025-02-12,East,113,Smartphone,1,540.31
1235,2025-02-19,West,104,Laptop,2,801.98
1236,2025-01-07,West,106,Gaming Console,3,469.9
1237,2025-01-14,East,106,Printer,2,138.32
1238,2025-03-29,East,103,Tablet,5,430.08
1239,2025-03-03,North,111,Smartwatch,2,262.94
1240,2025-01-11,North,116,Camera,3,458.34
1241,2025-03-09,East,120,Laptop,4,813.3
1242,2025-01-25,West,118,Gaming Console,1,483.94
1243,2025-03-11,East,120,Camera,4,468.12
1244,2025-03-20,West,112,Monitor,1,207.45
1245,2025-03-16,South,101,Smartphone,1,615.6
1246,2025-02-19,West,106,Drone,4,702.2
1247,2025-01-23,West,110,Drone,1,679.08
1248,2025-01-08,West,115,Monitor,3,216.84
1249,2025-02-19,East,104,Smartphone,5,621.97
1250,2025-02-10,West,106,Gaming Console,1,422.03
1251,2025-02-06,East,117,Camera,3,509.11
1252,2025-02-16,North,107,Smartphone,5,542.53
1253,2025-01-22,South,114,Smartwatch,3,229.34
1254,2025-02-01,West,109,Headphones,2,78.12
1255,2025-01-04,East,106,Tablet,5,373.93
1256,2025-01-24,East,109,Smartwatch,2,266.36
1257,2025-03-10,North,103,Laptop,3,742.29
1258,2025-02-06,East,102,Headphones,3,77.7
1259,2025-02-13,North,112,Tablet,4,407.08
1260,2025-02-07,West,117,Camera,4,469.02
1261,2025-03-13,West,119,Camera,1,495.24
1262,2025-02-23,East,111,Tablet,4,399.49
1263,2025-01-20,North,103,Gaming Console,5,463.85
1264,2025-03-31,East,107,Laptop,1,858.06
1265,2025-01-02,South,118,Gaming Console,5,430.01
1266,2025-03-10,South,111,Camera,4,480.09
1267,2025-03-03,East,119,Printer,5,153.51
1268,2025-02-15,North,112,Tablet,5,435.04
1269,2025-03-20,South,118,Monitor,2,205.89
1270,2025-02-11,North,101,Gaming Console,5,440.26
1271,2025-01-15,South,112,Monitor,5,203.05
1272,2025-03-09,West,118,Monitor,3,213.87
1273,2025-01-18,North,106,Drone,3,664.65
1274,2025-03-14,North,101,Headphones,1,81.4
1275,2025-02-13,West,103,Monitor,5,185.16
1276,2025-02-04,South,107,Camera,2,547.65
1277,2025-02-13,East,107,Gaming Console,4,488.21
1278,2025-02-04,South,108,Gaming Console,1,486.92
1279,2025-01-07,East,108,Monitor,2,200.52
1280,2025-03-27,South,102,Laptop,1,876.94
1281,2025-02-03,North,115,Smartwatch,5,260.59
1282,2025-01-31,West,119,Tablet,3,403.0
1283,2025-01-04,South,119,Drone,1,715.05
1284,2025-02-10,South,104,Smartwatch,3,256.99
1285,2025-02-14,North,110,Drone,3,711.33
1286,2025-03-10,North,113,Laptop,1,762.34
1287,2025-01-05,East,107,Camera,5,498.71
1288,2025-02-01,South,108,Monitor,3,184.26
1289,2025-03-17,West,109,Gaming Console,2,464.23
1290,2025-02-12,South,104,Tablet,2,395.24
1291,2025-03-27,North,106,Headphones,2,86.98
1292,2025-02-22,South,115,Laptop,1,734.08
1293,2025-01-02,West,101,Drone,4,642.53
1294,2025-01-30,East,119,Gaming Console,3,420.45
1295,2025-01-18,East,115,Tablet,2,410.29
1296,2025-03-26,South,112,Smartwatch,4,232.29
1297,2025-01-02,East,117,Monitor,5,191.03
1298,2025-02-11,West,106,Tablet,5,383.11
1299,2025-02-18,North,113,Printer,4,136.27
1300,2025-03-28,North,115,Gaming Console,2,473.62
1301,2025-02-20,West,118,Drone,1,693.67
1302,2025-02-25,East,106,Headphones,1,86.08
1303,2025-03-08,West,111,Monitor,5,209.48
1304,2025-03-08,East,105,Drone,3,751.12
1305,2025-02-23,West,104,Headphones,3,86.85
1306,2025-02-17,North,116,Drone,1,670.2
1307,2025-03-21,South,110,Laptop,3,874.56
1308,2025-03-16,South,106,Headphones,4,85.36
1309,2025-02-02,East,112,Printer,1,163.33
1310,2025-02-10,West,102,Monitor,3,194.01
1311,2025-01-08,East,103,Tablet,1,408.26
1312,2025-01-26,North,111,Gaming Console,2,493.07
1313,2025-03-25,East,109,Monitor,1,190.78
1314,2025-01-16,North,112,Monitor,1,189.05
1315,2025-01-18,East,118,Smartwatch,1,226.54
1316,2025-02-28,North,105,Monitor,4,199.78
1317,2025-03-27,North,117,Laptop,4,741.23
1318,2025-02-25,South,109,Smartphone,3,646.23
1319,2025-03-02,East,117,Gaming Console,1,491.34
1320,2025-03-12,West,101,Smartwatch,5,271.9
1321,2025-03-04,East,106,Tablet,1,420.53
1322,2025-02-17,East,119,Laptop,4,842.1
1323,2025-02-04,North,117,Printer,3,161.41
1324,2025-03-14,East,108,Tablet,2,434.88
1325,2025-02-03,West,105,Monitor,3,202.61
1326,2025-04-01,West,110,Printer,5,140.09
1327,2025-03-24,North,119,Tablet,4,392.63
1328,2025-02-26,South,113,Drone,2,692.91
1329,2025-01-28,South,119,Tablet,4,372.41
1330,2025-03-24,East,119,Gaming Console,4,476.07
1331,2025-03-07,South,109,Monitor,2,197.05
1332,2025-03-04,South,119,Laptop,5,807.24
1333,2025-01-24,North,108,Smartwatch,3,259.83
1334,2025-03-04,North,101,Smartphone,1,555.86
1335,2025-01-01,East,104,Printer,2,153.41
1336,2025-03-09,South,112,Printer,3,151.58
1337,2025-03-07,East,109,Laptop,1,753.95
1338,2025-03-02,East,105,Smartwatch,3,227.13
1339,2025-03-19,South,110,Camera,3,505.47
1340,2025-03-05,East,105,Gaming Console,4,477.21
1341,2025-01-03,East,113,Gaming Console,3,494.54
1342,2025-01-19,East,110,Gaming Console,4,478.6
1343,2025-03-02,West,106,Drone,2,768.27
1344,2025-01-30,West,116,Camera,3,467.01
1345,2025-01-14,West,120,Gaming Console,4,405.61
1346,2025-02-07,North,109,Laptop,5,764.21
1347,2025-01-29,North,101,Smartphone,1,620.97
1348,2025-02-14,North,101,Tablet,5,431.58
1349,2025-01-06,South,114,Smartphone,1,572.1
1350,2025-02-04,North,113,Camera,2,481.88
1351,2025-01-24,East,107,Headphones,2,84.91
1352,2025-01-18,West,116,Printer,5,144.72
1353,2025-01-22,East,112,Headphones,4,80.18
1354,2025-03-24,North,108,Camera,4,536.79
1355,2025-02-08,South,115,Gaming Console,5,477.13
1356,2025-03-28,North,108,Monitor,3,196.97
1357,2025-02-17,South,114,Laptop,4,775.04
1358,2025-03-13,South,115,Smartphone,4,576.34
1359,2025-04-01,North,120,Camera,4,521.68
1360,2025-02-27,West,104,Smartphone,3,567.97
1361,2025-02-18,North,106,Monitor,3,180.03
1362,2025-03-19,East,103,Headphones,2,87.32
1363,2025-03-27,West,119,Tablet,5,390.06
1364,2025-03-26,North,115,Monitor,4,216.37
1365,2025-01-09,North,115,Gaming Console,3,494.36
1366,2025-03-06,North,112,Monitor,4,192.55
1367,2025-02-04,West,102,Monitor,3,194.55
1368,2025-02-27,West,104,Monitor,2,216.2
1369,2025-01-16,East,105,Headphones,5,79.49
1370,2025-03-22,North,104,Drone,3,700.21
1371,2025-02-04,South,107,Headphones,3,77.66
1372,2025-02-18,South,107,Gaming Console,2,418.83
1373,2025-02-21,South,102,Laptop,3,794.36
1374,2025-01-21,West,119,Printer,1,150.37
1375,2025-01-07,South,120,Smartwatch,5,243.13
1376,2025-02-15,North,116,Drone,2,678.45
1377,2025-02-11,East,120,Monitor,2,210.09
1378,2025-03-07,North,103,Smartwatch,4,225.22
1379,2025-03-28,East,103,Monitor,4,204.05
1380,2025-02-25,South,116,Laptop,2,848.34
1381,2025-02-16,East,113,Drone,4,728.89
1382,2025-02-09,North,112,Smartphone,3,622.36
1383,2025-03-17,West,105,Camera,4,500.58
1384,2025-02-01,North,105,Camera,2,533.64
1385,2025-03-07,South,102,Printer,2,161.52
1386,2025-01-20,East,120,Laptop,2,795.7
1387,2025-02-20,South,108,Laptop,5,726.2
1388,2025-02-25,East,118,Headphones,5,81.25
1389,2025-03-29,South,120,Gaming Console,4,486.02
1390,2025-03-12,North,102,Smartphone,1,628.33
1391,2025-02-20,North,115,Drone,2,735.37
1392,2025-03-14,North,105,Drone,2,685.85
1393,2025-01-06,West,119,Monitor,4,217.8
1394,2025-03-08,North,120,Printer,4,147.2
1395,2025-02-25,South,112,Smartwatch,2,267.5
1396,2025-03-08,North,118,Headphones,5,77.2
1397,2025-01-28,North,110,Monitor,5,187.45
1398,2025-02-02,West,120,Smartphone,4,551.87
1399,2025-01-29,West,103,Printer,1,141.95
1400,2025-01-30,East,115,Smartphone,1,560.2
1401,2025-01-31,North,106,Monitor,4,186.78
1402,2025-01-25,South,107,Gaming Console,4,463.02
1403,2025-02-22,North,107,Camera,5,461.97
1404,2025-01-16,North,108,Monitor,1,193.4
1405,2025-01-17,South,112,Gaming Console,2,471.74
1406,2025-03-22,West,116,Smartphone,3,649.38
1407,2025-02-11,East,116,Headphones,1,80.27
1408,2025-02-16,North,116,Drone,3,662.07
1409,2025-04-01,North,113,Camera,3,490.17
1410,2025-02-25,East,120,Monitor,2,209.32
1411,2025-02-11,East,105,Headphones,5,72.25
1412,2025-03-07,West,115,Drone,1,678.79
1413,2025-01-01,East,114,Monitor,3,203.24
1414,2025-03-24,North,104,Monitor,4,180.13
1415,2025-03-20,West,118,Headphones,3,87.67
1416,2025-02-09,South,102,Smartwatch,1,243.27
1417,2025-02-13,South,119,Drone,4,630.55
1418,2025-01-17,East,117,Camera,4,547.19
1419,2025-01-06,South,111,Camera,5,479.67
1420,2025-03-06,South,117,Drone,5,673.51
1421,2025-02-24,South,112,Monitor,2,202.83
1422,2025-01-17,South,113,Gaming Console,5,443.4
1423,2025-03-14,South,103,Monitor,1,204.67
1424,2025-03-17,West,104,Smartphone,4,564.36
1425,2025-02-12,North,115,Smartwatch,5,250.31
1426,2025-03-15,East,107,Headphones,4,82.54
1427,2025-01-18,East,109,Gaming Console,2,471.57
1428,2025-02-21,South,110,Gaming Console,4,463.24
1429,2025-02-08,South,115,Tablet,4,367.13
1430,2025-03-04,West,104,Camera,1,484.16
1431,2025-02-02,East,114,Monitor,4,201.17
1432,2025-03-22,North,111,Printer,5,155.92
1433,2025-01-10,North,120,Monitor,3,187.48
1434,2025-02-11,North,112,Printer,1,150.51
1435,2025-03-25,North,107,Printer,1,135.74
1436,2025-01-24,South,104,Drone,4,728.8
1437,2025-02-24,East,112,Gaming Console,4,451.94
1438,2025-02-18,South,110,Monitor,1,199.45
1439,2025-01-15,South,117,Tablet,1,414.61
1440,2025-03-04,North,115,Drone,2,698.71
1441,2025-01-20,West,120,Laptop,4,788.92
1442,2025-02-22,North,115,Gaming Console,5,490.3
1443,2025-02-13,West,104,Gaming Console,3,411.66
1444,2025-01-25,West,120,Headphones,1,74.7
1445,2025-01-05,North,120,Drone,2,664.89
1446,2025-03-20,South,106,Headphones,1,84.54
1447,2025-02-25,North,119,Gaming Console,1,462.55
1448,2025-03-09,East,104,Smartphone,4,646.08
1449,2025-02-23,South,101,Laptop,1,875.78
1450,2025-01-15,North,120,Headphones,5,74.79
1451,2025-03-08,South,113,Smartwatch,1,231.58
1452,2025-03-11,South,111,Monitor,3,214.56
1453,2025-02-09,North,115,Smartphone,3,648.39
1454,2025-04-01,East,101,Printer,3,154.79
1455,2025-02-27,North,108,Smartwatch,4,272.07
1456,2025-01-16,North,117,Gaming Console,5,441.81
1457,2025-01-12,West,119,Camera,1,488.02
1458,2025-01-01,East,102,Printer,3,141.96
1459,2025-01-20,South,109,Smartphone,2,571.72
1460,2025-02-25,South,102,Printer,3,156.53
1461,2025-03-24,South,108,Tablet,1,404.86
1462,2025-03-28,South,118,Printer,5,163.77
1463,2025-01-30,North,107,Smartphone,1,565.05
1464,2025-03-15,North,112,Laptop,5,853.53
1465,2025-01-18,South,114,Camera,2,513.86
1466,2025-01-09,West,106,Drone,3,652.66
1467,2025-03-16,South,109,Tablet,4,418.49
1468,2025-01-04,North,106,Camera,4,488.16
1469,2025-02-09,West,115,Headphones,1,76.59
1470,2025-02-26,North,101,Printer,1,146.28
1471,2025-01-16,South,109,Printer,4,152.95
1472,2025-03-20,West,105,Smartwatch,2,270.91
1473,2025-02-10,North,104,Smartphone,5,570.7
1474,2025-01-09,South,117,Drone,2,734.8
1475,2025-01-28,East,105,Printer,1,155.4
1476,2025-03-09,South,105,Smartphone,4,557.71
1477,2025-03-30,East,106,Monitor,2,215.46
1478,2025-01-11,North,109,Camera,4,525.28
1479,2025-03-02,West,112,Smartwatch,3,265.82
1480,2025-03-08,East,119,Camera,1,486.54
1481,2025-03-26,North,105,Monitor,2,207.01
1482,2025-02-17,West,104,Camera,4,539.6
1483,2025-01-25,East,102,Tablet,1,394.05
1484,2025-01-10,East,112,Gaming Console,5,441.4
1485,2025-01-18,South,113,Drone,4,753.79
1486,2025-01-19,East,120,Drone,3,683.26
1487,2025-01-22,North,117,Drone,3,745.8
1488,2025-03-28,South,115,Camera,4,532.55
1489,2025-03-13,South,107,Monitor,3,183.91
1490,2025-02-03,North,114,Smartwatch,2,246.05
1491,2025-01-09,East,108,Printer,3,148.36
1492,2025-01-25,East,112,Gaming Console,1,415.09
1493,2025-03-18,North,104,Laptop,4,725.55
1494,2025-03-23,East,108,Laptop,4,757.52
1495,2025-02-07,West,103,Tablet,5,412.39
1496,2025-02-16,North,120,Drone,1,737.53
1497,2025-03-30,South,119,Printer,3,136.05
1498,2025-03-15,North,120,Monitor,3,189.67
1499,2025-02-02,East,109,Laptop,5,856.38
1500,2025-01-17,East,119,Headphones,5,82.11
1501,2025-02-25,West,112,Monitor,4,198.34
1502,2025-01-24,West,107,Laptop,4,774.49
1503,2025-03-23,North,112,Tablet,1,403.87
1504,2025-01-08,East,116,Smartwatch,4,235.08
1505,2025-01-16,West,119,Smartwatch,1,234.71
1506,2025-02-03,North,101,Tablet,2,435.53
1507,2025-03-29,North,107,Drone,1,712.68
1508,2025-03-10,East,107,Camera,2,466.23
1509,2025-03-14,South,105,Laptop,4,786.15
1510,2025-02-25,West,117,Tablet,3,398.96
1511,2025-03-25,East,113,Tablet,4,430.3
1512,2025-02-28,North,117,Drone,5,700.68
1513,2025-01-15,South,101,Tablet,3,433.33
1514,2025-03-30,North,114,Laptop,4,727.75
1515,2025-01-15,North,117,Smartphone,1,543.36
1516,2025-03-15,South,105,Laptop,4,861.87
1517,2025-01-26,East,106,Smartphone,2,609.65
1518,2025-01-26,North,110,Smartphone,5,599.8
1519,2025-03-13,North,102,Printer,1,153.1
1520,2025-04-01,North,115,Camera,1,546.94
1521,2025-02-24,East,106,Tablet,4,433.63
1522,2025-02-08,North,116,Smartphone,5,626.54
1523,2025-02-11,North,115,Laptop,4,832.84
1524,2025-03-07,North,115,Printer,2,150.66
1525,2025-02-14,South,110,Smartphone,2,572.59
1526,2025-03-18,South,110,Headphones,5,77.2
1527,2025-02-03,South,103,Headphones,3,72.63
1528,2025-03-18,East,104,Printer,4,139.5
1529,2025-01-22,South,109,Smartwatch,1,238.42
1530,2025-02-19,North,105,Smartwatch,5,226.85
1531,2025-01-22,North,113,Drone,5,638.66
1532,2025-03-30,South,109,Drone,4,757.25
1533,2025-02-04,South,106,Printer,4,158.38
1534,2025-02-28,South,106,Camera,2,492.69
1535,2025-01-24,West,119,Printer,5,146.68
1536,2025-02-14,West,103,Monitor,3,191.64
1537,2025-02-21,East,112,Tablet,4,430.66
1538,2025-03-05,West,115,Printer,1,139.01
1539,2025-01-09,North,102,Gaming Console,2,474.12
1540,2025-03-14,East,104,Camera,2,450.96
1541,2025-01-05,East,110,Drone,4,654.5
1542,2025-03-30,South,109,Monitor,1,216.75
1543,2025-03-03,West,105,Monitor,2,188.06
1544,2025-02-10,West,108,Tablet,5,385.57
1545,2025-01-23,South,115,Camera,4,455.6
1546,2025-01-06,South,117,Printer,1,160.49
1547,2025-03-14,North,116,Tablet,3,380.29
1548,2025-03-02,North,119,Laptop,4,804.88
1549,2025-03-27,West,109,Printer,2,140.88
1550,2025-02-11,East,102,Monitor,2,191.28
1551,2025-01-26,South,110,Smartphone,2,555.72
1552,2025-02-25,East,119,Smartphone,5,586.69
1553,2025-01-07,North,108,Printer,1,163.66
